,Age,City_Category,Gender,Marital_Status,Occupation,Stay_In_Current_City_Years
697,36-45,B,M,0.0,0.0,1
698,18-25,A,M,0.0,0.0,1
699,26-35,C,M,0.0,0.0,1
700,46-50,A,M,1.0,0.0,1
701,26-35,A,F,1.0,0.0,1
702,26-35,C,M,0.0,0.0,1
703,46-50,A,F,1.0,0.0,1
704,26-35,B,F,0.0,0.0,1
705,26-35,A,M,1.0,0.0,1
706,26-35,C,F,1.0,0.0,1
707,18-25,B,F,0.0,0.0,1
708,18-25,C,M,0.0,0.0,1
709,36-45,C,M,0.0,0.0,1
710,36-45,A,M,1.0,0.0,1
711,55+,C,M,1.0,0.0,1
712,26-35,B,M,1.0,0.0,1
713,55+,B,M,1.0,0.0,1
714,46-50,C,F,1.0,0.0,1
715,26-35,C,M,0.0,0.0,1
716,36-45,A,M,1.0,0.0,1
717,26-35,C,M,1.0,0.0,1
718,18-25,C,M,1.0,0.0,1
719,26-35,B,M,0.0,0.0,1
720,26-35,C,M,1.0,0.0,1
721,36-45,C,M,0.0,0.0,1
722,18-25,A,F,1.0,0.0,1
723,26-35,A,F,0.0,0.0,1
724,26-35,B,F,0.0,0.0,1
725,18-25,C,F,0.0,0.0,1
726,26-35,C,M,0.0,0.0,1
727,18-25,A,M,1.0,0.0,1
728,18-25,A,M,1.0,0.0,1
729,46-50,C,F,0.0,0.0,1
730,18-25,C,F,0.0,0.0,1
731,46-50,A,F,0.0,0.0,1
732,18-25,B,M,0.0,0.0,1
733,46-50,C,M,0.0,0.0,1
734,36-45,C,M,1.0,0.0,1
735,18-25,B,F,0.0,0.0,1
736,26-35,B,F,0.0,0.0,1
737,26-35,B,M,1.0,0.0,1
738,26-35,B,F,0.0,0.0,1
739,36-45,C,F,0.0,0.0,1
740,26-35,B,M,1.0,0.0,1
741,26-35,B,F,0.0,0.0,1
742,26-35,C,M,1.0,0.0,1
743,55+,C,F,1.0,0.0,1
744,26-35,B,M,0.0,0.0,1
745,18-25,C,M,0.0,0.0,1
746,36-45,B,M,1.0,0.0,1
747,36-45,C,F,0.0,0.0,1
748,26-35,B,M,0.0,0.0,1
749,46-50,B,F,1.0,0.0,1
750,26-35,A,M,0.0,0.0,1
751,0-17,B,F,0.0,0.0,1
752,55+,C,M,0.0,0.0,1
753,36-45,A,M,0.0,0.0,1
754,36-45,C,M,1.0,0.0,1
755,18-25,C,F,0.0,0.0,1
756,46-50,C,M,1.0,0.0,1
757,26-35,C,M,0.0,0.0,1
758,51-55,C,M,1.0,0.0,1
759,55+,C,M,1.0,0.0,1
760,26-35,C,M,0.0,0.0,1
761,36-45,C,M,1.0,0.0,1
762,26-35,B,M,0.0,0.0,1
763,26-35,A,M,1.0,0.0,1
764,55+,C,M,0.0,0.0,1
765,26-35,A,M,0.0,0.0,1
766,26-35,C,M,0.0,0.0,1
767,26-35,B,M,0.0,0.0,1
768,26-35,A,M,0.0,0.0,1
769,36-45,C,M,0.0,0.0,1
770,26-35,C,M,0.0,0.0,1
771,36-45,C,M,0.0,0.0,1
772,18-25,B,M,0.0,0.0,1
773,26-35,A,M,1.0,0.0,1
774,18-25,C,F,0.0,0.0,1
775,18-25,C,M,0.0,0.0,1
776,26-35,B,M,1.0,0.0,1
777,26-35,C,M,0.0,0.0,1
778,26-35,B,F,0.0,0.0,1
779,36-45,C,M,0.0,0.0,1
780,26-35,C,M,1.0,0.0,1
781,26-35,A,M,0.0,0.0,1
782,36-45,C,M,0.0,0.0,1
783,26-35,C,M,1.0,0.0,1
784,55+,C,F,1.0,0.0,1
785,26-35,C,M,0.0,0.0,1
786,36-45,C,M,0.0,0.0,1
787,26-35,A,M,1.0,0.0,1
788,0-17,B,M,0.0,0.0,1
789,26-35,C,M,0.0,0.0,1
790,18-25,C,M,0.0,0.0,1
791,18-25,B,M,0.0,0.0,1
792,46-50,B,M,1.0,0.0,1
793,26-35,B,M,1.0,0.0,1
794,26-35,A,M,1.0,0.0,1
795,26-35,C,F,1.0,0.0,1
796,26-35,B,M,0.0,0.0,1
797,36-45,C,M,1.0,0.0,1
798,26-35,C,M,1.0,0.0,1
799,36-45,C,F,0.0,0.0,1
800,46-50,C,M,1.0,0.0,1
801,26-35,B,F,1.0,0.0,1
802,36-45,C,M,1.0,0.0,1
803,26-35,C,M,0.0,0.0,1
804,55+,C,M,0.0,0.0,1
805,36-45,C,F,0.0,0.0,1
806,51-55,B,M,1.0,0.0,1
807,51-55,C,F,1.0,0.0,1
808,0-17,C,F,0.0,0.0,1
809,18-25,B,M,0.0,0.0,1
810,51-55,B,F,1.0,0.0,1
811,26-35,B,M,0.0,0.0,1
812,26-35,A,M,0.0,0.0,1
813,26-35,B,M,0.0,0.0,1
814,26-35,A,F,1.0,0.0,1
815,36-45,A,M,1.0,0.0,1
816,51-55,C,M,1.0,0.0,1
817,26-35,B,F,0.0,0.0,1
818,26-35,C,F,1.0,0.0,1
819,46-50,B,M,1.0,0.0,1
820,51-55,C,M,1.0,0.0,1
821,46-50,C,M,1.0,0.0,1
822,18-25,C,M,0.0,0.0,1
823,18-25,C,M,0.0,0.0,1
824,36-45,C,F,0.0,0.0,1
825,26-35,C,M,0.0,0.0,1
826,26-35,B,M,0.0,0.0,1
827,36-45,C,M,0.0,0.0,1
828,18-25,C,F,0.0,0.0,1
829,26-35,C,M,0.0,0.0,1
830,26-35,B,F,1.0,0.0,1
831,18-25,C,M,0.0,0.0,1
832,36-45,A,F,1.0,0.0,1
833,26-35,C,F,0.0,0.0,1
834,46-50,B,F,1.0,0.0,1
835,18-25,B,M,0.0,0.0,1
836,36-45,C,M,0.0,0.0,1
837,0-17,C,F,0.0,0.0,1
838,18-25,B,M,0.0,0.0,1
839,26-35,B,M,0.0,1.0,1
840,46-50,C,M,1.0,1.0,1
841,26-35,B,F,1.0,1.0,1
842,51-55,A,F,1.0,1.0,1
843,36-45,A,M,0.0,1.0,1
844,26-35,C,M,0.0,1.0,1
845,26-35,C,M,1.0,1.0,1
846,46-50,C,F,0.0,1.0,1
847,36-45,B,M,0.0,1.0,1
848,36-45,A,M,0.0,1.0,1
849,18-25,C,F,0.0,1.0,1
850,26-35,C,M,1.0,1.0,1
851,51-55,B,M,1.0,1.0,1
852,46-50,C,M,0.0,1.0,1
853,18-25,A,M,0.0,1.0,1
854,51-55,C,M,1.0,1.0,1
855,46-50,C,F,0.0,1.0,1
856,46-50,C,M,1.0,1.0,1
857,26-35,C,F,0.0,1.0,1
858,55+,C,M,1.0,1.0,1
859,51-55,C,M,1.0,1.0,1
860,36-45,B,M,0.0,1.0,1
861,36-45,C,M,0.0,1.0,1
862,26-35,C,F,0.0,1.0,1
863,26-35,A,M,0.0,1.0,1
864,46-50,C,M,1.0,1.0,1
865,51-55,C,M,1.0,1.0,1
866,36-45,C,F,0.0,1.0,1
867,46-50,B,M,1.0,1.0,1
868,26-35,B,M,1.0,1.0,1
869,51-55,C,F,1.0,1.0,1
870,36-45,B,F,1.0,1.0,1
871,26-35,A,F,0.0,1.0,1
872,55+,C,M,0.0,1.0,1
873,46-50,B,F,0.0,1.0,1
874,36-45,C,F,0.0,1.0,1
875,51-55,A,M,1.0,1.0,1
876,55+,A,M,1.0,1.0,1
877,26-35,C,F,1.0,1.0,1
878,26-35,A,F,0.0,1.0,1
879,46-50,B,F,1.0,1.0,1
880,51-55,C,M,1.0,1.0,1
881,18-25,B,F,0.0,1.0,1
882,26-35,A,F,1.0,1.0,1
883,46-50,C,F,0.0,1.0,1
884,46-50,C,M,1.0,1.0,1
885,26-35,A,F,0.0,1.0,1
886,26-35,B,M,0.0,1.0,1
887,26-35,C,M,0.0,1.0,1
888,51-55,C,M,0.0,1.0,1
889,51-55,C,F,1.0,1.0,1
890,26-35,C,F,1.0,1.0,1
891,18-25,A,M,0.0,1.0,1
892,36-45,C,M,1.0,1.0,1
893,55+,C,F,1.0,1.0,1
894,51-55,B,M,1.0,1.0,1
895,46-50,B,F,1.0,1.0,1
896,26-35,B,M,1.0,1.0,1
897,36-45,B,F,0.0,1.0,1
898,46-50,B,M,1.0,1.0,1
899,18-25,C,M,0.0,1.0,1
900,46-50,C,F,1.0,1.0,1
901,26-35,A,M,1.0,1.0,1
902,51-55,C,F,1.0,1.0,1
903,26-35,B,M,0.0,1.0,1
904,36-45,C,F,0.0,1.0,1
905,46-50,C,M,0.0,1.0,1
906,26-35,A,F,0.0,1.0,1
907,55+,A,M,1.0,1.0,1
908,26-35,B,M,1.0,1.0,1
909,36-45,C,M,0.0,1.0,1
910,51-55,A,M,1.0,1.0,1
911,36-45,C,F,0.0,1.0,1
912,51-55,C,F,0.0,1.0,1
913,26-35,B,F,0.0,1.0,1
914,36-45,B,M,0.0,1.0,1
915,46-50,C,M,1.0,1.0,1
916,26-35,B,M,1.0,1.0,1
917,51-55,C,F,1.0,1.0,1
918,26-35,C,M,0.0,1.0,1
919,26-35,C,M,0.0,1.0,1
920,55+,C,F,1.0,1.0,1
921,26-35,B,F,1.0,1.0,1
922,36-45,B,F,0.0,1.0,1
923,51-55,B,M,1.0,1.0,1
924,51-55,B,M,0.0,1.0,1
925,26-35,B,M,0.0,1.0,1
926,36-45,B,M,0.0,1.0,1
927,51-55,B,M,0.0,1.0,1
928,51-55,C,F,0.0,1.0,1
929,0-17,C,M,0.0,1.0,1
930,26-35,B,M,0.0,1.0,1
931,26-35,C,M,1.0,1.0,1
932,51-55,C,M,0.0,1.0,1
933,36-45,C,M,0.0,1.0,1
934,18-25,C,F,1.0,1.0,1
935,51-55,C,F,0.0,1.0,1
936,36-45,C,M,1.0,1.0,1
937,46-50,B,F,0.0,1.0,1
938,51-55,A,M,1.0,1.0,1
939,46-50,C,M,1.0,1.0,1
940,26-35,C,F,0.0,1.0,1
941,26-35,C,F,0.0,1.0,1
942,26-35,B,F,0.0,1.0,1
943,51-55,B,F,1.0,1.0,1
944,51-55,A,M,1.0,1.0,1
945,26-35,C,F,0.0,1.0,1
946,26-35,A,M,1.0,1.0,1
947,36-45,C,M,0.0,1.0,1
948,36-45,B,M,1.0,1.0,1
949,18-25,B,M,1.0,1.0,1
950,36-45,C,F,0.0,1.0,1
951,18-25,A,M,0.0,1.0,1
952,26-35,C,M,1.0,1.0,1
953,51-55,C,M,1.0,1.0,1
954,55+,C,M,1.0,1.0,1
955,36-45,C,F,0.0,1.0,1
956,26-35,B,M,1.0,1.0,1
957,51-55,C,M,1.0,1.0,1
958,46-50,C,M,0.0,1.0,1
959,46-50,C,F,1.0,1.0,1
960,26-35,A,M,0.0,1.0,1
961,46-50,B,M,0.0,1.0,1
962,36-45,B,M,0.0,1.0,1
963,18-25,C,M,0.0,1.0,1
964,51-55,C,F,1.0,1.0,1
965,26-35,C,F,0.0,1.0,1
966,18-25,A,M,1.0,1.0,1
967,55+,B,F,0.0,1.0,1
968,46-50,C,F,1.0,1.0,1
969,36-45,A,F,0.0,1.0,1
970,36-45,A,M,1.0,1.0,1
971,36-45,C,F,0.0,1.0,1
972,36-45,C,M,1.0,1.0,1
973,55+,B,M,0.0,1.0,1
974,26-35,B,M,1.0,1.0,1
975,36-45,C,M,0.0,1.0,1
976,36-45,A,F,0.0,1.0,1
977,36-45,C,F,1.0,1.0,1
978,36-45,A,M,1.0,1.0,1
979,51-55,C,M,1.0,1.0,1
980,26-35,B,M,1.0,2.0,1
981,51-55,A,F,1.0,2.0,1
982,18-25,B,M,1.0,2.0,1
983,0-17,C,F,0.0,2.0,1
984,18-25,C,M,1.0,2.0,1
985,36-45,A,F,0.0,2.0,1
986,26-35,C,F,1.0,2.0,1
987,26-35,B,M,1.0,2.0,1
988,26-35,B,F,0.0,2.0,1
989,26-35,A,M,1.0,2.0,1
990,26-35,B,M,0.0,2.0,1
991,36-45,C,F,0.0,2.0,1
992,26-35,A,M,0.0,2.0,1
993,26-35,C,F,1.0,2.0,1
994,26-35,C,M,0.0,2.0,1
995,46-50,B,M,1.0,2.0,1
996,51-55,B,F,1.0,2.0,1
997,36-45,B,M,0.0,2.0,1
998,46-50,B,F,1.0,2.0,1
999,51-55,B,M,1.0,2.0,1
1000,26-35,A,M,1.0,2.0,1
1001,26-35,C,F,0.0,2.0,1
1002,46-50,B,F,1.0,2.0,1
1003,51-55,C,F,1.0,2.0,1
1004,36-45,B,F,0.0,2.0,1
1005,26-35,C,M,0.0,2.0,1
1006,55+,C,M,1.0,2.0,1
1007,26-35,C,F,1.0,2.0,1
1008,36-45,B,M,1.0,2.0,1
1009,26-35,A,F,0.0,2.0,1
1010,26-35,C,M,1.0,2.0,1
1011,26-35,A,M,0.0,2.0,1
1012,26-35,B,M,0.0,2.0,1
1013,51-55,B,F,0.0,2.0,1
1014,18-25,C,M,1.0,2.0,1
1015,55+,C,F,1.0,2.0,1
1016,18-25,B,F,0.0,2.0,1
1017,51-55,C,M,1.0,2.0,1
1018,36-45,C,F,1.0,2.0,1
1019,26-35,A,M,1.0,2.0,1
1020,26-35,A,M,1.0,2.0,1
1021,26-35,B,M,0.0,2.0,1
1022,26-35,B,M,1.0,2.0,1
1023,51-55,C,M,0.0,2.0,1
1024,36-45,B,M,1.0,2.0,1
1025,46-50,A,M,1.0,2.0,1
1026,51-55,B,M,1.0,2.0,1
1027,51-55,C,F,1.0,2.0,1
1028,26-35,B,M,1.0,2.0,1
1029,18-25,B,F,0.0,2.0,1
1030,26-35,B,F,0.0,2.0,1
1031,26-35,C,F,1.0,2.0,1
1032,18-25,A,F,0.0,2.0,1
1033,26-35,B,M,0.0,2.0,1
1034,55+,C,M,0.0,2.0,1
1035,26-35,B,M,0.0,2.0,1
1036,18-25,B,M,1.0,2.0,1
1037,26-35,A,M,1.0,2.0,1
1038,26-35,B,M,0.0,2.0,1
1039,51-55,C,M,1.0,2.0,1
1040,26-35,C,M,0.0,2.0,1
1041,26-35,A,F,1.0,2.0,1
1042,18-25,A,M,0.0,2.0,1
1043,26-35,C,M,1.0,2.0,1
1044,36-45,A,M,0.0,2.0,1
1045,26-35,B,F,0.0,2.0,1
1046,46-50,C,M,1.0,2.0,1
1047,26-35,A,M,1.0,2.0,1
1048,36-45,B,F,0.0,2.0,1
1049,51-55,A,F,1.0,2.0,1
1050,26-35,A,M,0.0,3.0,1
1051,26-35,C,F,0.0,3.0,1
1052,18-25,C,F,0.0,3.0,1
1053,46-50,A,M,1.0,3.0,1
1054,46-50,C,F,1.0,3.0,1
1055,26-35,C,M,0.0,3.0,1
1056,26-35,C,F,1.0,3.0,1
1057,46-50,A,F,1.0,3.0,1
1058,36-45,C,M,0.0,3.0,1
1059,46-50,C,F,1.0,3.0,1
1060,36-45,C,F,0.0,3.0,1
1061,36-45,C,M,1.0,3.0,1
1062,55+,B,F,1.0,3.0,1
1063,26-35,A,F,1.0,3.0,1
1064,46-50,C,F,0.0,3.0,1
1065,51-55,C,F,1.0,3.0,1
1066,26-35,C,F,1.0,3.0,1
1067,36-45,C,F,0.0,3.0,1
1068,36-45,C,M,0.0,3.0,1
1069,46-50,B,F,0.0,3.0,1
1070,51-55,C,M,1.0,3.0,1
1071,26-35,A,M,0.0,3.0,1
1072,36-45,C,F,0.0,3.0,1
1073,18-25,C,M,0.0,3.0,1
1074,26-35,C,F,1.0,3.0,1
1075,26-35,C,M,1.0,3.0,1
1076,46-50,C,M,1.0,3.0,1
1077,51-55,C,M,1.0,3.0,1
1078,36-45,C,M,0.0,3.0,1
1079,46-50,C,F,1.0,3.0,1
1080,26-35,C,M,1.0,3.0,1
1081,18-25,C,M,0.0,3.0,1
1082,26-35,A,F,0.0,3.0,1
1083,26-35,B,F,1.0,3.0,1
1084,51-55,B,F,1.0,3.0,1
1085,26-35,A,F,1.0,3.0,1
1086,36-45,C,F,1.0,3.0,1
1087,26-35,B,F,1.0,3.0,1
1088,36-45,C,M,0.0,3.0,1
1089,46-50,C,F,1.0,3.0,1
1090,36-45,C,M,1.0,3.0,1
1091,36-45,A,M,1.0,3.0,1
1092,51-55,B,F,1.0,3.0,1
1093,36-45,B,F,0.0,3.0,1
1094,51-55,C,F,1.0,3.0,1
1095,36-45,A,F,0.0,3.0,1
1096,36-45,B,M,1.0,3.0,1
1097,26-35,C,M,1.0,3.0,1
1098,36-45,C,F,1.0,3.0,1
1099,36-45,B,M,0.0,3.0,1
1100,51-55,C,F,1.0,3.0,1
1101,0-17,B,M,0.0,4.0,1
1102,26-35,C,M,1.0,4.0,1
1103,51-55,C,F,1.0,4.0,1
1104,18-25,A,M,0.0,4.0,1
1105,26-35,A,M,0.0,4.0,1
1106,18-25,A,M,1.0,4.0,1
1107,26-35,C,F,0.0,4.0,1
1108,18-25,B,F,0.0,4.0,1
1109,26-35,B,F,0.0,4.0,1
1110,18-25,B,M,1.0,4.0,1
1111,18-25,C,F,1.0,4.0,1
1112,18-25,B,F,1.0,4.0,1
1113,18-25,B,F,1.0,4.0,1
1114,18-25,A,M,0.0,4.0,1
1115,26-35,B,M,0.0,4.0,1
1116,18-25,A,M,0.0,4.0,1
1117,18-25,C,M,0.0,4.0,1
1118,18-25,B,M,0.0,4.0,1
1119,18-25,C,F,0.0,4.0,1
1120,18-25,A,M,0.0,4.0,1
1121,18-25,C,M,1.0,4.0,1
1122,18-25,B,F,1.0,4.0,1
1123,18-25,C,F,0.0,4.0,1
1124,18-25,B,F,0.0,4.0,1
1125,18-25,C,M,0.0,4.0,1
1126,18-25,C,M,1.0,4.0,1
1127,36-45,C,F,0.0,4.0,1
1128,26-35,C,M,0.0,4.0,1
1129,18-25,A,M,1.0,4.0,1
1130,18-25,C,M,1.0,4.0,1
1131,18-25,B,F,0.0,4.0,1
1132,18-25,C,M,0.0,4.0,1
1133,18-25,C,M,1.0,4.0,1
1134,26-35,C,F,0.0,4.0,1
1135,18-25,B,F,0.0,4.0,1
1136,26-35,A,M,1.0,4.0,1
1137,46-50,C,F,1.0,4.0,1
1138,18-25,C,M,1.0,4.0,1
1139,18-25,B,F,0.0,4.0,1
1140,18-25,C,F,0.0,4.0,1
1141,18-25,A,M,0.0,4.0,1
1142,18-25,B,F,0.0,4.0,1
1143,18-25,C,F,0.0,4.0,1
1144,18-25,C,F,0.0,4.0,1
1145,18-25,C,M,1.0,4.0,1
1146,26-35,C,M,0.0,4.0,1
1147,18-25,C,M,1.0,4.0,1
1148,26-35,B,M,0.0,4.0,1
1149,18-25,B,M,0.0,4.0,1
1150,18-25,C,M,0.0,4.0,1
1151,18-25,C,F,1.0,4.0,1
1152,18-25,C,M,1.0,4.0,1
1153,18-25,C,M,1.0,4.0,1
1154,46-50,B,F,1.0,4.0,1
1155,18-25,C,M,1.0,4.0,1
1156,18-25,C,F,0.0,4.0,1
1157,26-35,B,F,1.0,4.0,1
1158,18-25,C,M,0.0,4.0,1
1159,18-25,C,M,1.0,4.0,1
1160,26-35,C,M,0.0,4.0,1
1161,18-25,A,M,0.0,4.0,1
1162,18-25,C,M,0.0,4.0,1
1163,18-25,A,M,0.0,4.0,1
1164,18-25,C,M,0.0,4.0,1
1165,18-25,C,M,0.0,4.0,1
1166,18-25,B,M,0.0,4.0,1
1167,18-25,A,M,0.0,4.0,1
1168,18-25,C,F,1.0,4.0,1
1169,26-35,B,F,0.0,4.0,1
1170,18-25,B,M,0.0,4.0,1
1171,26-35,A,M,0.0,4.0,1
1172,36-45,A,M,1.0,4.0,1
1173,18-25,B,M,0.0,4.0,1
1174,18-25,B,M,1.0,4.0,1
1175,26-35,B,F,0.0,4.0,1
1176,18-25,C,M,0.0,4.0,1
1177,18-25,C,M,1.0,4.0,1
1178,18-25,B,M,0.0,4.0,1
1179,26-35,B,F,0.0,4.0,1
1180,18-25,B,F,1.0,4.0,1
1181,18-25,A,M,0.0,4.0,1
1182,26-35,C,M,1.0,4.0,1
1183,18-25,B,M,1.0,4.0,1
1184,18-25,C,F,0.0,4.0,1
1185,26-35,B,F,0.0,4.0,1
1186,18-25,A,M,1.0,4.0,1
1187,18-25,C,M,0.0,4.0,1
1188,26-35,B,M,0.0,4.0,1
1189,26-35,A,M,1.0,4.0,1
1190,18-25,C,M,0.0,4.0,1
1191,26-35,C,M,0.0,4.0,1
1192,18-25,C,F,1.0,4.0,1
1193,18-25,A,F,0.0,4.0,1
1194,18-25,B,M,0.0,4.0,1
1195,18-25,C,M,0.0,4.0,1
1196,18-25,C,M,0.0,4.0,1
1197,18-25,C,F,0.0,4.0,1
1198,18-25,C,F,0.0,4.0,1
1199,26-35,B,F,0.0,4.0,1
1200,18-25,B,M,1.0,4.0,1
1201,18-25,B,M,0.0,4.0,1
1202,18-25,B,F,0.0,4.0,1
1203,26-35,C,M,0.0,4.0,1
1204,26-35,C,M,1.0,4.0,1
1205,18-25,B,M,0.0,4.0,1
1206,18-25,A,F,0.0,4.0,1
1207,26-35,A,F,1.0,4.0,1
1208,18-25,C,M,0.0,4.0,1
1209,18-25,B,M,0.0,4.0,1
1210,18-25,B,M,0.0,4.0,1
1211,18-25,C,M,0.0,4.0,1
1212,18-25,C,M,1.0,4.0,1
1213,18-25,B,F,0.0,4.0,1
1214,18-25,C,F,1.0,4.0,1
1215,18-25,C,F,0.0,4.0,1
1216,18-25,C,M,0.0,4.0,1
1217,18-25,B,F,1.0,4.0,1
1218,18-25,C,M,0.0,4.0,1
1219,18-25,A,M,0.0,4.0,1
1220,18-25,C,M,0.0,4.0,1
1221,18-25,B,M,0.0,4.0,1
1222,18-25,B,F,0.0,4.0,1
1223,26-35,C,M,0.0,4.0,1
1224,18-25,C,M,0.0,4.0,1
1225,18-25,C,M,0.0,4.0,1
1226,18-25,B,M,0.0,4.0,1
1227,26-35,C,M,1.0,4.0,1
1228,26-35,A,M,0.0,4.0,1
1229,18-25,A,F,0.0,4.0,1
1230,26-35,C,F,1.0,4.0,1
1231,18-25,C,M,0.0,4.0,1
1232,26-35,A,M,1.0,4.0,1
1233,18-25,A,F,0.0,4.0,1
1234,18-25,C,M,1.0,4.0,1
1235,26-35,C,F,0.0,4.0,1
1236,18-25,B,M,0.0,4.0,1
1237,18-25,A,M,0.0,4.0,1
1238,18-25,B,M,0.0,4.0,1
1239,26-35,C,M,0.0,4.0,1
1240,36-45,C,M,0.0,4.0,1
1241,26-35,B,M,0.0,4.0,1
1242,26-35,C,M,1.0,4.0,1
1243,18-25,B,M,1.0,4.0,1
1244,18-25,C,M,0.0,4.0,1
1245,18-25,C,F,0.0,4.0,1
1246,26-35,B,M,0.0,4.0,1
1247,18-25,C,F,0.0,4.0,1
1248,18-25,A,M,1.0,4.0,1
1249,26-35,A,M,1.0,4.0,1
1250,18-25,C,M,0.0,4.0,1
1251,0-17,C,M,0.0,4.0,1
1252,18-25,B,M,1.0,4.0,1
1253,18-25,C,M,0.0,4.0,1
1254,36-45,C,F,0.0,4.0,1
1255,26-35,C,F,0.0,4.0,1
1256,18-25,B,M,0.0,4.0,1
1257,26-35,A,M,1.0,4.0,1
1258,18-25,C,M,0.0,4.0,1
1259,26-35,B,M,0.0,4.0,1
1260,18-25,C,M,1.0,4.0,1
1261,18-25,A,M,1.0,4.0,1
1262,18-25,A,M,0.0,4.0,1
1263,18-25,C,F,0.0,4.0,1
1264,18-25,C,M,1.0,4.0,1
1265,18-25,C,F,0.0,4.0,1
1266,18-25,B,M,0.0,4.0,1
1267,18-25,A,M,0.0,4.0,1
1268,26-35,B,M,0.0,4.0,1
1269,18-25,C,M,0.0,4.0,1
1270,18-25,A,M,1.0,4.0,1
1271,18-25,C,M,0.0,4.0,1
1272,26-35,C,F,0.0,4.0,1
1273,18-25,B,M,0.0,4.0,1
1274,18-25,B,M,0.0,4.0,1
1275,26-35,C,M,0.0,4.0,1
1276,18-25,C,M,1.0,4.0,1
1277,18-25,B,M,0.0,4.0,1
1278,18-25,B,M,0.0,4.0,1
1279,26-35,B,F,1.0,4.0,1
1280,18-25,B,M,0.0,4.0,1
1281,18-25,C,M,0.0,4.0,1
1282,18-25,B,M,0.0,4.0,1
1283,18-25,C,F,0.0,4.0,1
1284,18-25,B,M,0.0,4.0,1
1285,18-25,B,F,1.0,4.0,1
1286,18-25,B,F,0.0,4.0,1
1287,18-25,A,M,0.0,4.0,1
1288,18-25,C,F,0.0,4.0,1
1289,18-25,B,F,0.0,4.0,1
1290,26-35,C,M,1.0,5.0,1
1291,36-45,C,M,0.0,5.0,1
1292,36-45,B,M,1.0,5.0,1
1293,18-25,B,M,0.0,5.0,1
1294,26-35,B,F,0.0,5.0,1
1295,26-35,B,M,0.0,5.0,1
1296,26-35,C,M,1.0,5.0,1
1297,26-35,B,F,0.0,5.0,1
1298,55+,C,M,0.0,5.0,1
1299,26-35,C,M,1.0,5.0,1
1300,46-50,B,M,0.0,5.0,1
1301,36-45,C,F,1.0,5.0,1
1302,18-25,B,M,0.0,5.0,1
1303,26-35,C,M,1.0,5.0,1
1304,26-35,A,M,1.0,5.0,1
1305,26-35,C,M,0.0,5.0,1
1306,26-35,C,F,1.0,5.0,1
1307,18-25,A,M,0.0,5.0,1
1308,26-35,B,F,0.0,5.0,1
1309,36-45,B,F,1.0,5.0,1
1310,26-35,C,M,1.0,5.0,1
1311,26-35,C,M,0.0,5.0,1
1312,26-35,C,M,0.0,5.0,1
1313,26-35,A,M,0.0,5.0,1
1314,26-35,C,M,1.0,5.0,1
1315,26-35,B,M,1.0,5.0,1
1316,26-35,C,M,0.0,5.0,1
1317,26-35,C,F,0.0,5.0,1
1318,36-45,A,M,1.0,5.0,1
1319,36-45,B,M,0.0,5.0,1
1320,26-35,B,M,1.0,5.0,1
1321,26-35,B,M,1.0,5.0,1
1322,18-25,A,M,0.0,5.0,1
1323,26-35,C,F,1.0,5.0,1
1324,26-35,A,M,0.0,5.0,1
1325,26-35,B,F,1.0,6.0,1
1326,36-45,B,M,0.0,6.0,1
1327,51-55,C,M,1.0,6.0,1
1328,26-35,B,M,0.0,6.0,1
1329,46-50,B,M,1.0,6.0,1
1330,26-35,B,M,1.0,6.0,1
1331,36-45,A,F,0.0,6.0,1
1332,26-35,A,M,0.0,6.0,1
1333,36-45,C,M,1.0,6.0,1
1334,51-55,C,M,0.0,6.0,1
1335,26-35,C,M,0.0,6.0,1
1336,36-45,C,F,1.0,6.0,1
1337,36-45,A,F,1.0,6.0,1
1338,26-35,A,M,0.0,6.0,1
1339,51-55,B,F,0.0,6.0,1
1340,26-35,C,M,1.0,6.0,1
1341,26-35,C,M,0.0,6.0,1
1342,26-35,C,F,1.0,6.0,1
1343,26-35,B,F,0.0,6.0,1
1344,46-50,B,F,1.0,6.0,1
1345,36-45,B,F,1.0,6.0,1
1346,46-50,C,M,1.0,6.0,1
1347,26-35,A,F,1.0,6.0,1
1348,46-50,C,F,1.0,6.0,1
1349,55+,B,F,0.0,6.0,1
1350,51-55,C,M,1.0,6.0,1
1351,46-50,C,F,1.0,6.0,1
1352,26-35,C,M,1.0,6.0,1
1353,26-35,C,M,1.0,6.0,1
1354,26-35,C,M,1.0,6.0,1
1355,46-50,B,F,0.0,6.0,1
1356,26-35,C,M,0.0,6.0,1
1357,55+,C,F,1.0,6.0,1
1358,51-55,B,M,1.0,6.0,1
1359,36-45,A,F,0.0,6.0,1
1360,26-35,B,M,0.0,6.0,1
1361,55+,C,M,0.0,6.0,1
1362,26-35,C,M,1.0,6.0,1
1363,36-45,B,F,1.0,6.0,1
1364,36-45,C,F,0.0,6.0,1
1365,51-55,C,M,1.0,6.0,1
1366,36-45,C,M,1.0,6.0,1
1367,46-50,C,F,1.0,6.0,1
1368,36-45,B,F,0.0,6.0,1
1369,26-35,B,M,1.0,6.0,1
1370,51-55,C,F,1.0,6.0,1
1371,36-45,C,M,0.0,6.0,1
1372,36-45,B,M,0.0,6.0,1
1373,18-25,A,M,1.0,6.0,1
1374,46-50,C,F,1.0,6.0,1
1375,51-55,C,F,1.0,6.0,1
1376,26-35,C,M,1.0,6.0,1
